E0,Vowel Sign E (Southern Scripts),e,ॆ,946,,,,,,,,,,,ெ,0BC6,ె,0C46,ೆ,0CC6,െ,0D46
E1,Vowel Sign EY,ē,े,947,ে,09C7,ে,09C7,ੇ,0A47,ે,0AC7,େ,0B47,ே,0BC7,ే,0C47,ೇ,0CC7,േ,0D47
E2,Vowel Sign AI,ai,ै,948,ৈ,09C8,ৈ,09C8,ੈ,0A48,ૈ,0AC8,ୈ,0B48,ை,0BC8,ై,0C48,ೈ,0CC8,ൈ,0D48
E3,Vowel Sign AYE (Devanagari Script),ê,ॅ,945,,,,,,,ૅ,0AC5,,,,,,,,,,
E4,Vowel Sign O (Southern Scripts),o,ॊ,094A,,,,,,,,,,,ொ,0BCA,ొ,0C4A,ೊ,0CCA,ൊ,0D4A
E5,Vowel Sign OW,ō,ो,094B,ো,09CB,ো,09CB,ੋ,0A4B,ો,0ACB,ୋ,0B4B,ோ,0BCB,ో,0C4B,ೋ,0CCB,ോ,0D4B
E6,Vowel Sign AU,au,ौ,094C,ৌ,09CC,ৌ,09CC,ੌ,0A4C,ૌ,0ACC,ୌ,0B4C,ௌ,0BCC,ౌ,0C4C,ೌ,0CCC,ൌ,0D4C
E7,Vowel Sign AWE (Devanagari Script),ô,ॉ,949,,,,,,,ૉ,0AC9,,,,,,,,,,
E8,Vowel Omission Sign (Halant),,्,094D,্,09CD,্,09CD,੍,0A4D,્,0ACD,୍,0B4D,்,0BCD,్,0C4D,್,0CCD,്,0D4D
E9,Diacritic Sign (Nuktam),,़,093C,়,09BC,়,09BC,਼,0A3C,઼,0ABC,଼,0B3C,,,,,಼,0CBC,,
EA,"Full Stop (Viram, Northern Scripts)",,।,964,,,,,,,,,,,,,,,,,,
EA*,Vowel Stress Sign AVAGRAH,,ऽ,093D,ঽ,09BD,ঽ,09BD,,,ઽ,0ABD,ଽ,0B3D,,,ఽ,0C3D,ಽ,0CBD,ഽ,0D3D
EB,Unused,,,,,,,,,,,,,,,,,,,,,
EC,Unused,,,,,,,,,,,,,,,,,,,,,
ED,Unused,,,,,,,,,,,,,,,,,,,,,
EE,Unused,,,,,,,,,,,,,,,,,,,,,
EF,Attribute Code,,,,,,,,,,,,,,,,,,,,,
F0,Extension Code,,,,,,,,,,,,,,,,,,,,,
F1,Digit 0,0,०,0966,০,09E6,০,09E6,੦,0A66,૦,0AE6,୦,0B66,௦,0BE6,౦,0C66,೦,0CE6,൦,0D66
F2,Digit 1,1,१,0967,১,09E7,১,09E7,੧,0A67,૧,0AE7,୧,0B67,௧,0BE7,౧,0C67,೧,0CE7,൧,0D67
F3,Digit 2,2,२,0968,২,09E8,২,09E8,੨,0A68,૨,0AE8,୨,0B68,௨,0BE8,౨,0C68,೨,0CE8,൨,0D68
F4,Digit 3,3,३,0969,৩,09E9,৩,09E9,੩,0A69,૩,0AE9,୩,0B69,௩,0BE9,౩,0C69,೩,0CE9,൩,0D69
F5,Digit 4,4,४,096A,৪,09EA,৪,09EA,੪,0A6A,૪,0AEA,୪,0B6A,௪,0BEA,౪,0C6A,೪,0CEA,൪,0D6A
F6,Digit 5,5,५,096B,৫,09EB,৫,09EB,੫,0A6B,૫,0AEB,୫,0B6B,௫,0BEB,౫,0C6B,೫,0CEB,൫,0D6B
F7,Digit 6,6,६,096C,৬,09EC,৬,09EC,੬,0A6C,૬,0AEC,୬,0B6C,௬,0BEC,౬,0C6C,೬,0CEC,൬,0D6C
F8,Digit 7,7,७,096D,৭,09ED,৭,09ED,੭,0A6D,૭,0AED,୭,0B6D,௭,0BED,౭,0C6D,೭,0CED,൭,0D6D
F9,Digit 8,8,८,096E,৮,09EE,৮,09EE,੮,0A6E,૮,0AEE,୮,0B6E,௮,0BEE,౮,0C6E,೮,0CEE,൮,0D6E
FA,Digit 9,9,९,096F,৯,09EF,৯,09EF,੯,0A6F,૯,0AEF,୯,0B6F,௯,0BEF,౯,0C6F,೯,0CEF,൯,0D6F
FB,Unused,,,,,,,,,,,,,,,,,,,,,
FC,Unused,,,,,,,,,,,,,,,,,,,,,
FD,Unused,,,,,,,,,,,,,,,,,,,,,
FE,Unused,,,,,,,,,,,,,,,,,,,,,
FF,Unused,,,,,,,,,,,,,,,,,,,,,
